Retail|Shopping Mall|NorthPoint Shopping Centre|1.429703|103.8357965
Retail|Shopping Mall|Great World City|1.29373295925|103.831988025
Commercial|Commercial Building|Kimberly Clarke Asia Pacific|1.294045|103.642475
Commercial|Commercial Building|Rolls Royce|1.402365|103.866806
Residential|Hotel|Concorde Hotel|1.2888825|103.834205
Retail|Shopping Mall|Rivervale Mall|1.392229221|103.904308066667
Travel|Air|Singapore Changi Airport Terminal 3|1.35741857714286|103.986213228571
Commercial|Commercial Building|JTC Summit|1.3311535|103.741897
Commercial|Commercial Building|30 hill street|1.293611667|103.8495262
Health|Hospital|Ng Teng Fong General Hospital|1.333683|103.745443
Retail|Shopping Mall|Rochester Mall (Retail) and Park Aveune Rochester (Hotel)|1.305256|103.788304
Government|Government Building|national Design Centre|1.298765|103.853365
Educational|University|Unilever Four Acres Campus|1.302107|103.787868
Educational|University|University Town|1.3043325|103.7733235
Retail|Tourism|Gardens by The Bay|1.28448566666667|103.864907833333
Commercial|Commercial Building|Siemen Centre|1.327386|103.870766
Recreational|Country Club|The Legends Fort Canning Park|1.295891|103.845465
Residential|Hotel|Shangri-La Rasa Sentosa Hotel|1.257633|103.8097705
Commercial|Commercial Building|Fook Hai Building|1.284976|103.846434
Residential|Hotel|Park Ave Changi Hotels & Suites|1.334792|103.963895
Recreational|Country Club|Raffles Town Club|1.321901|103.824963
Retail|Shopping Mall|Burlington Square|1.30272916928571|103.852266542857
Retail|Shopping Mall|Roxy Square old|1.304354|103.9040465
Retail|Shopping Mall|Orchard Cineleisure|1.3014979815|103.83621425
Retail|Shopping Mall|Jurong Point Extension|1.3394505|103.70668
Educational|University|NTU School of Biological Science|1.345209|103.6793965
Travel|Land|Raffles Place MRT|1.2839325|103.8512285
Retail|Shopping Mall|Shaw Centre/House A|1.306070273|103.831980033333
Commercial|Commercial Building|Hewlett Packard Singapore Pte Ltd|1.282702|103.8080535
Retail|Shopping Mall|Roxy Square|1.304236|103.9041275
Travel|Land|KPE Ventilator Building C|1.320483|103.877199
Commercial|Industrial Building/Estate|Aperia|1.3104105|103.8635665
Commercial|Commercial Building|Merrill Lynch HarbourFront|1.2656995|103.8190635
Retail|Exhibition|Marina Bay Sands Hall E|1.282255|103.85875
Travel|Land|Seng Kang MRT|1.391689|103.895484
Commercial|Industrial Building/Estate|Shun Li Ind Park|1.336652|103.91072
Retail|Shopping Mall|Clementi Mall|1.31415398633333|103.764790133333
Commercial|Commercial Building|HSR Building|1.33748551433333|103.854878033333
Travel|Land|SBS Transit West District|1.3554|103.6923
Residential|Hotel|Robertson Quay Hotel|1.29118533333333|103.842017666667
Commercial|Commercial Building|Airline House|1.377358|103.9972975
Residential|Hotel|Marina Square|1.292434754|103.8582111
Commercial|Commercial Building|OCBC Aquatic Centre|1.304915|103.873769
Travel|Land|Dhoby Ghaut MRT - NSL|1.2991135|103.845979
Educational|University|Site Name ITE College West - CCK|1.375116|103.751985
Travel|Land|Bukit Panjang MRT|1.378904|103.761476
Commercial|Commercial Building|CPF Building|1.27776927125|103.8481127
Educational|University|NUS-18 Medical Drive|1.294948|103.781047
Retail|Shopping Mall|Suntec City Tower 2|1.29591133333333|103.858747666667
Commercial|Commercial Building|PWC Building|1.282322|103.849001
Travel|Land|Promenade MRT|1.292733|103.860836333333
Educational|University|NUS Guild House and Shaw Foundation|1.293854|103.773254
Retail|Shopping Mall|Capital Square|1.2838455|103.848787
Retail|Shopping Mall|Mustafa Centre|1.3101325|103.855383125
Commercial|Commercial Building|The Treasury|1.290846|103.849666
Commercial|Commercial Building|Alexandra Point|1.27726433333333|103.802125333333
Educational|Research Centre|Neuros Biopolis|1.3023065|103.793148
Educational|Non-tertiary Institution|Canadian International School|1.34733233333333|103.718396
Commercial|Commercial Building|Tung Centre|1.284687|103.852696
Commercial|Commercial Building|Singapore Land Tower|1.284665|103.85213
Commercial|Commercial Building|Tong Eng Building|1.28112|103.849306
Retail|Shopping Mall|Far East Shopping Centre|1.30601933533333|103.8299403
Commercial|Commercial Building|Xilink Asia Pacific Building|1.337905|103.965918333333
Retail|Exhibition|Marina Bay Sands Expo & Convention Centre|1.28253625|103.85851975
Commercial|Commercial Building|Nexus @ one-north|1.298955|103.789701
Commercial|Commercial Building|Tyco Electonics|1.37607066666667|103.864471166667
Commercial|Commercial Building|UPS House|1.330506|103.96729
Retail|Shopping Mall|The Furniture Mall|1.33236|103.748244
Commercial|Commercial Building|UOB Alexandra Building|1.27791|103.802253
Commercial|Industrial Building/Estate|Admirax|1.4608825|103.818791
Retail|Shopping Mall|Park Mall|1.297884974|103.8451031
Commercial|Industrial Building/Estate|Northpoint Bizhub|1.436155|103.843155
Commercial|Commercial Building|Great Eastern Changi|1.316952|103.903559
Commercial|Commercial Building|Winsland House II|1.29931|103.84086675
Retail|Shopping Mall|Midpoint Orchard|1.30178089966667|103.838669866667
Commercial|Industrial Building/Estate|Cleanhull Singapore Pte Ltd|1.27487096022222|103.799110833333
Government|Government Building|Istana|1.305486|103.843118
Residential|Hotel|Pacific Plaza|1.306543|103.8321285
Commercial|Commercial Building|Shaw Tower|1.29806557142857|103.853409285714
Travel|Land|Serangoon MRT|1.35003233333333|103.873077666667
Commercial|Industrial Building/Estate|Shun Li Industrial Park|1.336703|103.910697
Retail|Shopping Mall|Parklane Shopping Mall|1.301027|103.8491745
Retail|Shopping Mall|Hougang Green Shopping Mall|1.37942332766667|103.887454383333
Commercial|Commercial Building|JTC Summit Building|1.331655|103.739265
Travel|Land|Dhoby Ghaut MRT - NEL|1.2994275|103.8452985
Commercial|Commercial Building|Westgate Retail|1.334735325|103.7426213
Retail|Shopping Mall|Youth Scape Park|1.300984991|103.83588525
Retail|Shopping Mall|Textile Centre|1.3037355|103.861509
Recreational|Country Club|SAF Yacht Club|1.315894|104.015412
Commercial|Commercial Building|King's Centre|1.28961|103.8357665
Recreational|Country Club|Singapore Recreation Centre|1.292122|103.853719
Travel|Land|Kranji MRT|1.425135|103.762147
Residential|Hotel|Resort World at Sentosa- Hard Rock Hotel|1.257769|103.818885
Residential|Hotel|Sentosa Resort|1.245969|103.827593
Commercial|Industrial Building/Estate|NorthTech|1.455919981|103.8000031
Commercial|Commercial Building|Ngee Ann City Towers A and B|1.302516|103.83456
Travel|Air|Changi Airport Terminal 3|1.3567845|103.9863725
Travel|Land|Marina South Pier MRT|1.27198|103.86321
Commercial|Industrial Building/Estate|Enterprise One|1.332763|103.90268
Commercial|Commercial Building|Bank of China|1.285771|103.852226
Retail|Shopping Mall|Holland Road Shopping Centre|1.3103675|103.795172
Recreational|Parks/Gardens|Woodlands Industrial Park D|1.437443|103.766098
Commercial|Industrial Building/Estate|ASM Technology Singapore|1.442217|103.839685
Retail|Shopping Mall|VIVO City|1.26482798266667|103.822807666667
Commercial|Commercial Building|CCI International Ltd|1.328296|103.748228
Education|Primary School|Henry Park Primary School|1.3167|103.784302
Commercial|Commercial Building|Standard Chartered Bank|1.285467|103.851763
Commercial|Commercial Building|AXA Tower|1.2755268|103.8477148
Travel|Land|Marina Bay MRT|1.276476|103.854762
Residential|Hotel|Carlton Hotel|1.2956995|103.8530075
Commercial|Commercial Building|Fairprice Hub|1.32889033333333|103.678725333333
Residential|Hotel|Days Hotel|1.326946|103.846805
Commercial|Commercial Building|New Tech Park|1.35186725|103.861049
Retail|Shopping Mall|Peoples Park Complex|1.2841295|103.84259
Government|Public Facility|Singapore Girls Home|1.346815739|103.8916259
Retail|Shopping Mall|Palais Renaissance|1.30636516666667|103.8298075
Retail|Shopping Mall|Sheng Siong|1.338216|103.9234335
Educational|University|NUS - Yong Siew Toh|1.302299|103.772609
Retail|Shopping Mall|Harbourfront Tower One|1.264774|103.81912
Retail|Shopping Mall|IMM|1.33507583333333|103.747152333333
Travel|Land|Newton MRT|1.3128368|103.8379124
Retail|Shopping Mall|Rivervale Plaza|1.385549|103.9019505
Commercial|Commercial Building|Republic Plaza|1.283218667|103.8508713
Health|Hospital|KK Women's And Children's Hospital|1.31095266666667|103.846728333333
Residential|Hotel|Seacare Hotel|1.287716|103.839914
Commercial|Industrial Building/Estate|Woodlands Bizhub|1.452073|103.792106
Travel|Land|Bayfront MRT|1.282104|103.859181
Retail|Exhibition|National Art Gallery|1.290353|103.851355
Retail|Shopping Mall|MyVillage @Serangoon Garden|1.365066005|103.86503445
Commercial|Commercial Building|DBS Asia Hub|1.334795|103.96605
Travel|Land|Bartley MRT|1.34285|103.879702
Retail|Shopping Mall|The Agape|1.326956|103.724647
Retail|Shopping Mall|313@ Somerset|1.3014695|103.838293
Travel|Land|Changi Airport MRT|1.35734|103.988206
Commercial|Industrial Building/Estate|SDV logistic Green Hub|1.3203085|103.7012925
Retail|Shopping Mall|Beauty World Centre|1.342416|103.7765325
Educational|Research Centre|NUS Utown- Create Tower|1.304085|103.774126
Commercial|Industrial Building/Estate|Qualcomm Cdma Technologies Asia-Pacific Pte Ltd|1.374492|103.86903
Travel|Land|Cashew MRT|1.369322|103.764281
Retail|Exhibition|Singapore Airshow & Events Pte Ltd|1.36544|104.01637
Commercial|Commercial Building|StarHub Green|1.32414075|103.89284325
Travel|Land|Clarke Quay MRT|1.288721|103.846614
Retail|Shopping Mall|Ngee Ann City|1.3026987992|103.83453894
Commercial|Industrial Building/Estate|Applied Materials South East Asia Pte Ltd|1.336888|103.967125
Commercial|Commercial Building|The Octagon|1.2805425|103.8491845
Commercial|Commercial Building|Apex Tower|1.2741175|103.844752
Retail|Shopping Mall|Chinatown Plaza|1.278631|103.842143
Retail|Shopping Mall|Tekka Mall|1.304607|103.852304
Government|Public Facility|Changi Cargo Agents Megaplex 1|1.373256|103.995105
Commercial|Commercial Building|71 Robinson Road|1.278364|103.848803
Retail|Exhibition|Suntec Convention Hall|1.29369077777778|103.857283111111
Travel|Land|KPE Ventilator Building D|1.333416|103.890057
Retail|Shopping Mall|Punggol Plaza|1.3942805245|103.91301
Retail|Shopping Mall|Anchor Point|1.2886164975|103.80500315
Commercial|Commercial Building|Parliament House|1.28899551266667|103.8506573
Educational|Specialized Training School|Lifelong Learning institute|1.3198635|103.89234525
Residential|Hotel|Ritz Carlton Hotel|1.2907205|103.860052
Commercial|Commercial Building|AIA|1.354639|103.941897
Commercial|Commercial Building|WCEGA Plaza|1.339001|103.759424
Retail|Shopping Mall|Clementi Arcade|1.323553|103.76748
Travel|Land|Outram Park MRT|1.27856214285714|103.840790428571
Travel|Land|Woodlands Checkpoint|1.445586|103.769005
Residential|Hotel|Inter-Continental Hotel|1.298452|103.8548865
Residential|Hotel|Quality Hotel|1.3200605|103.8525265
Retail|Shopping Mall|Suntec City Mall Suntec City E|1.295023|103.860178
Educational|University|SIM HQ|1.329156322|103.776136033333
Commercial|Commercial Building|Maybank Tower|1.285895|103.852505
Retail|Shopping Mall|Forum Shopping Mall|1.306179029|103.8288537
Retail|Shopping Mall|Swissotel The Stamford|1.293399995|103.85328495
Residential|Hotel|Orchard Hotel|1.307837484|103.82865836
Commercial|Commercial Building|Royal Brothers Building|1.28389|103.850817
Retail|Shopping Mall|Upp Serangoon Shopping Centre|1.353487|103.878841
Commercial|Commercial Building|Marsh Maclenna Centre|1.2834845|103.846864
Retail|Shopping Mall|Park Avenue Rochester & Rochester Mall|1.30524|103.7883575
Retail|Shopping Mall|Katong Shopping Centre|1.303872|103.90107
Commercial|Commercial Building|Canon Digital Media Hub|1.300727|103.856232
Travel|Land|Bartley|1.34285|103.879702
Commercial|Commercial Building|Mitsubishi Electric Building|1.289075|103.806892
Commercial|Commercial Building|Merck Sharp Dohme Technology|1.30279|103.634162
Retail|Shopping Mall|NEX @ Serangoon|1.350408494|103.872638025
Residential|Hotel|Four Seasons Hotel|1.30521|103.8286535
Commercial|Commercial Building|REC Singapore|1.27244|103.6227265
Commercial|Industrial Building/Estate|AutoBay|1.341483|103.912469
Commercial|Industrial Building/Estate|F&N foods|1.311814|103.749192
Recreational|Sports Facility|National Stadium|1.30418784615385|103.874730384615
Retail|Shopping Mall|Coronation Shopping Plaza|1.324004|103.809998
Residential|Hotel|Great World City Service Apartments|1.294514|103.831594
Retail|Shopping Mall|Causeway Point|1.436069965|103.7860031
Educational|University|NUS Graduate Medical School Singapore|1.281203|103.834153
Retail|Shopping Mall|Tampines Plaza / Abacus|1.3530395275|103.9428409
Retail|Shopping Mall|Greenwich Village|1.38777599333333|103.8693725
Commercial|Industrial Building/Estate|LTH Logistics|1.308072|103.729933
Commercial|Commercial Building|OUE Bayfront|1.2829435|103.852917
Travel|Land|MacPherson MRT|1.326211|103.890359
Retail|Tourism|Singapore Science Centre|1.3325025|103.7354025
Commercial|Industrial Building/Estate|Seagate|1.411182|103.8300296
Commercial|Commercial Building|Pioneer Hub|1.3217575|103.695403
Travel|Land|Potong Pasir MRT|1.331243|103.8690075
Commercial|Commercial Building|CAPRI by FRASER|1.334147|103.96368
Government|Public Facility|Singapore Art Museum|1.29732|103.850971
Travel|Land|Bishan Place|1.351584|103.8491025
Commercial|Commercial Building|Plaza By The Park|1.29787361333333|103.850215866667
Residential|Hotel|Grand Plaza Royal Park Hotel|1.2926135|103.8502395
Commercial|Commercial Building|Asia Square Tower 2|1.27868733333333|103.850997666667
Commercial|Commercial Building|Caltex House|1.284191|103.851959
Commercial|Commercial Building|HSBC|1.285084|103.852801
Educational|University|Lee Kuan Yew School of Public Policy and Institute of Policy Studies|1.29057|103.777572
Travel|Land|Nicoll Highway MRT|1.2997395|103.8635645
Retail|Exhibition|Singapore Expo Hall|1.33435298657143|103.959564221429
Educational|Research Centre|Biopolis Research Centre|1.301508|103.793407
Commercial|Industrial Building/Estate|Chartered Semiconductor Manufacturing|1.41524230166667|103.8203263
Educational|University|SMU - School of Information System Block|1.297427484|103.84974625
Retail|Food Area|CHIJMES|1.295531|103.8520765
Educational|Research Centre|Fusionopolis|1.30001633333333|103.788208333333
Travel|Land|Telok Ayer MRT|1.282358|103.848268
Educational|University|Singapore University of Technology Design|1.3001575|103.780586
Educational|University|PSB Science Park|1.291866|103.785623
Residential|Hotel|Marina Mandarin|1.29174450066667|103.8570312
Recreational|Country Club|Bukit Timah Turf Club|1.33802266666667|103.793508333333
Commercial|Industrial Building/Estate|Shophouses @ Peck Seah Street|1.277849|103.844771
Recreational|Country Club|Civil Service Club|1.352611|103.749375
Residential|Hotel|Movenpick Heritage Hotel Sentosa|1.253153|103.8195855
Educational|Non-tertiary Institution|Crest Secondary School|1.345253|103.727058
Retail|Shopping Mall|Roxy Square new|1.30334|103.904697
Commercial|Commercial Building|Great Eastern Centre|1.284809|103.847642
Commercial|Commercial Building|Certis Cisco Centre|1.3221945|103.8921605
Commercial|Commercial Building|Jurong Superbowl|1.325487|103.725201
Educational|University|DSTA Science Park|1.291147|103.788318
Commercial|Commercial Building|HaliBurton|1.31968575|103.6447295
Commercial|Commercial Building|Anson House|1.273846|103.844474
Commercial|Commercial Building|Changi North Way|1.3530850225|103.9729468
Commercial|Industrial Building/Estate|Agilent Technologies|1.440367|103.840658
Commercial|Commercial Building|Maybank Kim Eng Securities|1.28757233333333|103.846630333333
Retail|Shopping Mall|United Square|1.317240757|103.843765133333
Commercial|Commercial Building|AIA Tower|1.281991|103.85113
Commercial|Commercial Building|KeyPoint|1.30236536466667|103.8622294
Retail|Food Area|FoodXChange|1.397907|103.8585135
Commercial|Commercial Building|Spring Singapore|1.284303|103.813744
Travel|Land|Bugis MRT|1.30017325|103.85619675
Retail|Shopping Mall|Tampines Mall|1.35272825025|103.9443478
Retail|Shopping Mall|Tampines Mart|1.354451|103.960096
Travel|Air|Cargo Agents Building C|1.374678113|103.9958926
Retail|Shopping Mall|Jurong Point Shopping Centre|1.3394751114|103.70660772
Commercial|Industrial Building/Estate|Chai CheeTechnopark|1.323403|103.921314666667
Retail|Shopping Mall|Peoples Park Center|1.285774|103.8439745
Commercial|Commercial Building|Maxwell House|1.27910025|103.844809
Commercial|Commercial Building|STATS ChipPac|1.439711|103.8426615
Travel|Land|Woodleigh MRT|1.33941733333333|103.870842333333
Travel|Marine|Sembawang Shipyard|1.459953|103.822721
Recreational|Sports Facility|OCBC Arena|1.305064|103.8762324
Commercial|Commercial Building|Millenia Walk|1.2926814725|103.859940883333
Retail|Shopping Mall|Tampines 1|1.35432434966667|103.945016233333
Retail|Shopping Mall|Bugis+|1.2996395|103.854294
Retail|Shopping Mall|OG Peoples Park|1.285236|103.843166
Government|Government Building|Immigration And Checkpoint Authority|1.30650868066667|103.8626433
Residential|Hotel|Hotel Michael|1.25528566666667|103.820289666667
Travel|Land|Tiong Bahru MRT|1.28609466666667|103.827025333333
Commercial|Commercial Building|SAESL|1.372742|103.981728
Educational|University|NTU Alumni Club|1.3037|103.789852
Residential|Hotel|York Hotel|1.30701|103.835317
Retail|Shopping Mall|West Coast Plaza|1.3038805035|103.76649395
Commercial|Industrial Building/Estate|AZ @ Paya Lebar|1.328197|103.890839
Commercial|Commercial Building|NTUC Income|1.296567|103.851709
Commercial|Commercial Building|UOB Plaza 2|1.28537866666667|103.850737333333
Retail|Shopping Mall|Orchard Gateway|1.300479|103.839329
Retail|Shopping Mall|Icon Village|1.2752295|103.8442665
Travel|Land|Woodlands MRT|1.42503|103.762001
Retail|Tourism|Esplanade Theatres On The Bay|1.289873|103.8552825
Retail|Shopping Mall|The Seletar Mall|1.391327|103.876072
Commercial|Commercial Building|Woodlands Bizhub|1.452073|103.792106
Government|Public Facility|Singapore Indoor Stadium|1.3003095874|103.8752364
Educational|University|NUS - Centre for Life Science|1.294419|103.780517
Commercial|Commercial Building|CapitaGreen|1.2820655|103.850171
Residential|Hotel|Hard Rock Hotel|1.257914|103.818547
Residential|Hotel|Parkroyal on Pickering|1.285655|103.846275
Recreational|Sports Facility|Sg National Eye Centre|1.280812|103.836051
Retail|Shopping Mall|ION Orchard|1.304413971|103.83198135
Commercial|Commercial Building|Vertex Ubi|1.33299|103.894096
Recreational|Sports Facility|Singapore Sports Hub|1.3048538|103.8760608
Government|Government Building|ITS centre|1.292552|103.843817
Retail|Shopping Mall|Orienral Plaza|1.281857|103.842009
Retail|Shopping Mall|Orchird Gateway|1.3019035|103.838646
Commercial|Commercial Building|Market Street|1.2832635|103.85057
Commercial|Commercial Building|Lucrum Capital Building|1.282234|103.851285
Retail|Tourism|Marina Bay Seating Gallery|1.289074|103.85905
Educational|Research Centre|institute of Microelectronics|1.289586|103.779635
Residential|Hotel|Goodwood Park Hotel|1.308894|103.834470333333
Retail|Shopping Mall|John Little@Orchard|1.301851959|103.838483366667
Travel|Land|Lorong Chuan MRT|1.351644|103.864266
Residential|Hotel|Furama Riverfront Hotel|1.28780366666667|103.836606333333
Residential|Hotel|Plaza Hotel|1.298064|103.858521
Commercial|Commercial Building|Shaw House|1.3057935|103.831539
Recreational|Country Club|Orchid Country Club|1.411126|103.844205
Commercial|Industrial Building/Estate|ExxonMobil|1.268685|103.697995
Retail|Shopping Mall|Tanjong Katong Complex|1.316463|103.894357
Travel|Land|Downtown MRT|1.279363|103.8524375
Travel|Land|Farrier Park MRT|1.312627|103.854112
Government|Government Building|Ministry of Foreign Affairs|1.304704|103.81841
Travel|Land|Labrador Park MRT|1.2722985|103.8028195
Government|Government Building|Bukit Merah Town Centre|1.282904|103.818799
Commercial|Commercial Building|Equity Plaza|1.28308782866667|103.850308233333
Educational|Specialized Training School|ITE College West - CCK|1.375116|103.751985
Government|Religion|City Harvest Church|1.3431195|103.6918905
Commercial|Commercial Building|Changi Bus Park Vista|1.336899|103.967251
Government|Government Building|North Changi Prison|1.3567945|103.9719015
Health|Hospital|Gleneagles Medical Centre|1.307387657|103.819727366667
Retail|Casino|Marina Bay Sands Casino|1.284106|103.859565
Commercial|Commercial Building|DBS Tower 2|1.2775225|103.8487295
Educational|University|SIM|1.32933|103.775537
Retail|Shopping Mall|High Street Centre|1.2902982|103.848483
Residential|Hotel|Regent Hotel|1.3046705|103.824888
Commercial|Commercial Building|UE BIZ Hub East|1.335333|103.9635085
Retail|Shopping Mall|Orchard Towers|1.3075665|103.829161
Residential|Hotel|Pan Pacific Hotel|1.292423|103.8588115
Residential|Hotel|Fullerton Bay Hotel|1.283224|103.8535555
Commercial|Commercial Building|BreadTalk IHQ|1.334322|103.889745
Health|Hospital|NUH|1.2941254695|103.78276385
Retail|Casino|Marina Bay Sands Theatre|1.28521966666667|103.860007666667
Commercial|Commercial Building|Technopreneur Centre @ Ayer Rajah|1.295579|103.789789
Commercial|Industrial Building/Estate|FoodXchange|1.463147|103.814403
Commercial|Commercial Building|Nobel Building|1.3371764785|103.88824025
Commercial|Commercial Building|Ocean Financial Centre|1.28312966866667|103.8519228
Retail|Shopping Mall|City Plaza|1.3154495|103.893351
Residential|Hotel|Golden Landmark Hotel|1.301922|103.857786
Travel|Land|Fort Canning Tunnel|1.296846|103.846998
Retail|Shopping Mall|Jackson Square|1.336936|103.8482354
Residential|Hotel|River View Hotel|1.289376|103.836601
Residential|Hotel|Park Regis Hotel|1.2879899925|103.8447631
Commercial|Industrial Building/Estate|Technopark @ Chai Chee|1.32327|103.921728
Retail|Shopping Mall|Suntec City Mall|1.2954155931|103.85900028
Retail|Shopping Mall|International Plaza|1.2753515|103.846278
Retail|Shopping Mall|Marina Bay Link Mall and MBFC Tower 1|1.2802075|103.853801
Retail|Shopping Mall|International Building|1.306092|103.831011
Commercial|Commercial Building|79 Anson Road|1.274038|103.845697
Commercial|Commercial Building|Mapletree Anson|1.274997|103.845342333333
Educational|University|NUS University Hall|1.29667186033333|103.777948733333
Retail|Shopping Mall|Jalan Besar Plaza|1.308656|103.858047
Government|Government Building|Ministry of Education|1.3053805|103.7910465
Travel|Land|Little India MRT|1.30689566666667|103.849264333333
Commercial|Commercial Building|Mapletree Business City|1.27489133333333|103.799152
Retail|Shopping Mall|Bukit Panjang Plaza|1.380363511|103.76417445
Retail|Shopping Mall|One KM|1.31509|103.894432
Retail|Shopping Mall|Raffles The Plaza South|1.293273|103.853373
Residential|Hotel|Shangri-La Hotel|1.31128770666667|103.8264796
Travel|Land|City Hall MRT|1.29298966666667|103.852843333333
Retail|Exhibition|Singapore Expo Registration Centre|1.333629498|103.95716535
Commercial|Commercial Building|Nordic European Centre|1.327316|103.748442
Residential|Hotel|Day Hotels|1.326737|103.846604
Health|Hospital|Raffles Hospital|1.3010815|103.857248
Residential|Hotel|Changi Village Hotel|1.39060566033333|103.986053033333
Retail|Shopping Mall|Paya Lebar Square|1.3188725|103.892612
Residential|Hotel|M Hotel|1.273694|103.8450695
Retail|Shopping Mall|Bedok Point|1.3249465|103.932338
Retail|Shopping Mall|Elias Mall|1.378586|103.941976
Commercial|Commercial Building|LIPPO Centre|1.2730895|103.8450415
Commercial|Commercial Building|EMC|1.336899|103.967251
Commercial|Commercial Building|The Strategy|1.330795|103.746522666667
Retail|Shopping Mall|Sim Lim Tower|1.3037995|103.8546585
Commercial|Industrial Building/Estate|Celestica Serangoon|1.374479|103.869107
Health|Hospital|Glenegales Hopsital Main|1.307065|103.820119
Retail|Shopping Mall|Parkway Parade Shopping Centre|1.301076|103.905276
Retail|Shopping Mall|Bugis Junction BHG|1.299309969|103.8550034
Retail|Shopping Mall|Cuppage Plaza|1.3020035|103.8407295
Retail|Shopping Mall|NTUC Hougang Mall|1.372488598|103.893868833333
Commercial|Commercial Building|UOB Plaza 1|1.28539466666667|103.850613666667
Educational|University|National University of Singapore|1.30397|103.78552875
Educational|University|NUS T-LAB|1.299772|103.772073
Recreational|Country Club|National Service Resort and Country Club|1.4131523|103.7561568
Commercial|Commercial Building|Applied Materials South East Asia Pte Ltd|1.336899|103.967251
Commercial|Commercial Building|Mediacorp East Wing Building|1.3383283315|103.83283775
Health|Hospital|Raffles Health Pte. Ltd|1.3010815|103.857248
Retail|Shopping Mall|Peninsula Plaza|1.292327|103.850823
Health|Medical Centre|Singapore National Eye Centre|1.281384|103.836155
Commercial|Commercial Building|DBS Tai Seng Branch|1.335497|103.889247
Retail|Tourism|Singapore Airshow|1.36544|104.01637
Residential|Hotel|The Oriental Hotel|1.290097|103.858451
Commercial|Commercial Building|South Beach Lifestyle Quarter|1.2950385|103.856182
Commercial|Commercial Building|Singapore Conference Hall|1.276171|103.8490155
Travel|Land|Esplanade MRT|1.2931925|103.8555345
Residential|Hotel|Furama Singapore Hotel|1.286454|103.844608
